Index,passenger_count,year,month,weekday,hour,abs_longi,abs_lat,distance,amount
2842,1,2012,1,3,7,0.023681,0.027588,3.659376269,9.704
2843,1,2012,1,3,7,0.070547,0.11505,14.10462215,30.4117
2844,1,2012,1,3,7,0.014288,0.046158,5.271816006,15.814
2845,1,2012,1,3,7,0.027453,0.073101,8.451285199,19.8
2846,1,2012,1,3,7,0.004105,0.029595,3.308919352,10.319
2847,1,2012,1,3,7,0.085575,0.008028,7.261507499,27.0375
2848,1,2012,1,3,7,0.005427,0.032045,3.592456331,10.787
2849,1,2012,1,3,7,0.015347,0.014635,2.078296075,7.041
2850,1,2012,1,3,7,0.013347,0.014722,1.985825928,7.062
2851,1,2012,1,3,7,0.015912,0.038327,4.467575031,11.637
2852,1,2012,1,3,7,0.010002,0.003548,0.929985613,5.038
2853,1,2012,1,3,7,0.003744,0.023588,2.641751431,8.308
2854,1,2012,1,3,7,0.015493,0.005268,1.43017575,6.309
2855,1,2012,1,3,7,0.008308,0.018113,2.132189912,8.079
2856,1,2012,1,3,7,0.013098,0.017632,2.249500069,7.318
2857,1,2012,1,3,7,0.033735,0.029953,4.37821128,11.64
2858,1,2012,1,3,7,0.014002,0.00812,1.485558329,6.642
2859,1,2012,1,3,7,0.031795,0.012787,3.030579725,10.686
2860,1,2012,1,3,7,0.009548,0.01355,1.707772596,6.335
2861,1,2012,1,3,7,0.118352,0.015428,10.11406996,31.5342
2862,1,2012,1,3,7,0.008431,0.001418,0.727716546,5.499
2863,1,2012,1,3,7,0.014255,0.002518,1.233143934,6
2864,1,2012,1,3,7,0.005235,0.029631,3.32417894,10.431
2865,1,2012,1,3,7,0.024653,0.029665,3.897939698,9.604
2866,1,2012,1,3,7,0.003927,0.021053,2.364231743,8.356
2867,1,2012,1,3,7,0.007465,0.045989,5.15229026,14.826
2868,1,2012,1,3,7,0.002167,0.00323,0.40287339,3.91
2869,1,2012,1,3,7,0.003748,0.019262,2.164971309,7.969
2870,1,2012,1,3,7,0.011425,0.02006,2.42925278,8.013
2871,1,2012,1,3,7,0.005895,0.013517,1.582925186,6.133
2872,1,2012,1,3,7,0.003205,0.001965,0.347297623,6.151
2873,1,2012,1,3,7,0.019408,0.002773,1.664343913,6.813
2874,1,2012,1,3,7,0.031223,0.041516,5.313587849,13.555
2875,1,2012,1,3,7,0.008891,0.00331,0.834428403,4.928
2876,1,2012,1,3,7,0.007029,0.009447,1.205840025,5.329
2877,1,2012,1,3,7,0.002338,0.00292,0.379738498,4.187
2878,1,2012,1,3,7,0.03663,0.019247,3.755130368,11.101
2879,1,2012,1,3,7,0.027791,0.00054,2.340757077,10.01
2880,1,2012,1,3,7,0.012003,0.00529,1.169311261,5.988
2881,1,2012,1,3,7,0.004014,0.029712,3.321092093,10.342
2882,1,2012,1,3,7,0.003037,0.000286,0.257198376,16.7926
2883,1,2012,1,3,7,0.009448,0.006385,1.06639767,5.71
2884,1,2012,1,3,7,0.027101,0.079953,9.179070701,23.1507
2885,1,2012,1,3,7,0.010603,0.017671,2.158500437,7.22
2886,1,2012,1,3,7,0.010195,0.002224,0.893550868,5.417
2887,1,2012,1,3,7,0.003034,0.005025,0.61442453,4.519
2888,1,2012,1,3,7,0.06156,0.079402,10.23966843,19.9383
2889,1,2012,1,3,7,0.016729,0.0275,3.366588852,9.338
2890,1,2012,1,3,7,0.034487,0.0491,6.184871568,14.273
2891,1,2012,1,3,7,0.004295,0.012197,1.403669016,6.874
2892,1,2012,1,3,7,0.014642,0.006027,1.403902676,6.002
2893,1,2012,1,3,7,0.029253,0.023866,3.621710735,10.088
2894,1,2012,1,3,7,0.010493,0.008296,1.277445733,5.835
2895,1,2012,1,3,7,0.005257,0.00901,1.095374286,5.803
2896,1,2012,1,3,7,0.01873,0.026192,3.312366096,8.914024543
2897,1,2012,1,3,7,0.01945,0.032423,3.960207049,10.43
2898,1,2012,1,3,7,0.002287,0.021993,2.453090639,8.453
2899,1,2012,1,3,7,0.035517,0.012022,3.276109608,10.853
2900,1,2012,1,3,7,0.016389,0.013074,2.004694423,7.104
2901,1,2012,1,3,7,0.036838,0.029908,4.547763412,11.573
2902,1,2012,1,3,7,0.101257,0.001477,8.529082484,30.8088
2903,1,2012,1,3,7,0.007587,0.004125,0.786479853,4.287
2904,1,2012,1,3,7,0.00856,0.013355,1.650734056,6.198
2905,1,2012,1,3,7,0.019693,0.01744,2.552386309,8.531
2906,1,2012,1,3,7,0.027695,0.015165,2.878565765,9.2517
2907,1,2012,1,3,7,0.011093,0.040453,4.59422758,12.812
2908,1,2012,1,3,7,0.008865,0.00366,0.850423374,5.663
2909,1,2012,1,3,7,0.010723,0.004403,1.027531851,5.651
2910,1,2012,1,3,7,0.044257,0.023003,4.520849104,12.5355
2911,1,2012,1,3,7,0.017208,0.008542,1.732840042,6.703
2912,1,2012,1,3,7,0.135893,0.060355,13.27041011,35.1465
2913,1,2012,1,3,7,0.004705,0.008723,1.047764388,6.004
2914,1,2012,1,3,7,0.001675,0.00617,0.700427797,5.179
2915,1,2012,1,3,7,0.007597,0.005907,0.917037224,5.985
2916,1,2012,1,3,7,0.001665,0.007308,0.824609308,4.824
2917,1,2012,1,3,7,0.034121,0.073577,8.671866138,21.296
2918,1,2012,1,3,7,0.001828,0.001458,0.223562352,5.5422
2919,1,2012,1,3,7,0.00776,0.00094,0.661966406,5.011
2920,1,2012,1,3,7,0.002231,0.023025,2.567153806,8.643
2921,1,2012,1,3,7,0.058275,0.051697,7.559743695,18.276
2922,1,2012,1,3,7,0.01521,0.03256,3.840283929,9.527
2923,1,2012,1,3,7,0.038173,0.055753,6.982489354,17.658
2924,1,2012,1,3,7,0.005302,0.033135,3.711387498,10.022
2925,1,2012,1,3,7,0.033637,0.014919,3.283132132,10.7487
2926,1,2012,1,3,7,0.029959,0.031527,4.319986122,11.407
2927,1,2012,1,3,7,0.008447,0.005645,0.948711155,5.152
2928,1,2012,1,3,7,0.019541,0.026695,3.394413801,10.299
2929,1,2012,1,3,7,0.037565,0.102717,11.85124931,31.926
2930,1,2012,1,3,7,0.001262,0.022211,2.472036178,8.469
2931,1,2012,1,3,7,0.035215,0.065607,7.875146888,19.5843
2932,1,2012,1,3,7,0.01674,0.013062,2.024288636,7.24
2933,1,2012,1,3,7,0.063662,0.050455,7.760536542,25.5329
2934,1,2012,1,3,7,0.030079,0.027702,3.989338607,10.559
2935,1,2012,1,3,7,0.042912,0.052723,6.887840317,16.992
2936,1,2012,1,3,7,0,0,0,36.3979
2937,1,2012,1,3,7,0.003318,0.009435,1.08568555,5.749
2938,1,2012,1,3,7,0.008493,0.007723,1.11767305,5.157
2939,1,2012,1,3,7,0.000212,0.013498,1.501015002,6.701
2940,1,2012,1,3,7,0.003172,0.021035,2.354189541,8.701
2941,1,2012,1,3,7,0.005665,0.015823,1.823063935,6.599
2942,1,2012,1,3,7,0.016717,0.02712,3.328340529,9.819
2943,1,2012,1,3,7,0.030419,0.01079,2.828832692,10.19
2944,1,2012,1,3,7,0.000515,0.000988,0.118115907,8.834
2945,1,2012,1,3,7,0.06341,0.032338,6.434170536,17.749
2946,1,2012,1,3,7,0.002179,0.006045,0.696779453,4.985
2947,1,2012,1,3,7,0.027627,0.026235,3.731526242,10.092
2948,1,2015,3,4,23,0.00856781,0.01551056,1.869632123,7.381
2949,1,2015,3,4,23,0.04109192,0.05572128,7.097970379,18.594
2950,1,2015,3,4,23,0.00360871,0.00470352,0.604969,4.853
2951,1,2013,12,5,3,0.080288,0.06945,10.26842104,27.908
2952,1,2013,12,5,3,0.004637,0.001814,0.439363884,5.973
2953,1,2014,4,0,7,0.013442,0.018282,2.326718896,8.701
2954,1,2014,4,0,7,0.013207,0.034647,4.010025294,14.57
2955,1,2015,5,3,7,0.01716614,0.00360489,1.500379885,7.247
2956,1,2011,8,1,16,0.009269,0.015983,1.941234577,7.226
2957,1,2011,8,1,16,0.011427,0.023911,2.827657338,9.3
2958,1,2011,8,1,16,0.01374,0.014624,1.995892961,7.032
2959,1,2010,12,3,7,0.002898,0.002863,0.401164324,3.75
2960,1,2010,12,3,7,0.038037,0.066533,8.062238013,16.324
2961,1,2010,12,3,7,0.005175,0.034495,3.86035495,11.679
2962,1,2010,12,3,7,0.000714,0.00847,0.943736966,6.099
2963,1,2010,12,3,7,0.00288,0.006947,0.809637202,4.637
2964,1,2010,12,3,7,0.017838,0.024403,3.101411445,8.702
2965,1,2010,12,3,7,0.015371,0.023361,2.902068526,8.126
2966,1,2010,12,3,7,0.025913,0.053615,6.348924794,15.8342
2967,1,2010,12,3,7,0.016165,0.005595,1.497030631,6.468
2968,1,2010,12,3,7,0.03505,0.037755,5.132478338,13.324
2969,1,2010,12,3,7,0.005353,0.011845,1.392198422,5.453
2970,1,2010,12,3,7,0.006053,0.022502,2.553528483,10.473
2971,1,2010,12,3,7,0.016076,0.030178,3.618692712,9.278
2972,1,2010,12,3,7,0.007418,0.007315,1.025735783,6.186
2973,1,2010,12,3,7,0.02639,0.026147,3.660299707,10.239
2974,1,2010,12,3,7,0,0.000132,0.01467773,11.7967
2975,1,2010,12,3,7,0.002885,0.008733,1.001001426,5.83
2976,1,2010,12,3,7,0.002385,0.014819,1.66000785,6.265
2977,1,2010,12,3,7,0.00103,0.00655,0.733479625,7.903
2978,1,2010,12,3,7,0.010123,0.003579,0.940993578,5.318
2979,1,2010,12,3,7,0.027032,0.037573,4.758430051,12.163
2980,1,2010,12,3,7,0.050533,0.049213,6.932491782,17.9601
2981,1,2010,12,3,7,0.021187,0.080193,9.094012497,21.6062
2982,1,2010,12,3,7,0.027607,0.001375,2.330954733,9.36
2983,1,2010,12,3,7,0.014062,0.010112,1.633291683,6.515
2984,1,2010,12,3,7,0.011914,0.008105,1.348758705,5.557
2985,1,2010,12,3,7,0.009086,0.0032,0.844122537,5.028
2986,1,2010,12,3,7,0.01843,0.011284,1.994887571,7.172
2987,1,2010,12,3,7,0.011095,0.01286,1.708233263,5.687
2988,1,2010,12,3,7,0.000504,1.80E-05,0.042502484,6.2764
2989,1,2010,12,3,7,0.015857,0.012617,1.936666706,6.764
2990,1,2010,12,3,7,0.010073,0.008505,1.270543311,5.336
2991,1,2010,12,3,7,0.022571,0.005323,1.990436164,8.148
2992,1,2010,12,3,7,0.012751,0.005849,1.255575591,5.878
2993,1,2010,12,3,7,0.020138,0.023102,3.07881118,9.012
2994,1,2010,12,3,7,0.022005,0.018785,2.792433331,8.719
2995,1,2010,12,3,7,0.008989,0.008372,1.199871575,5.82
2996,1,2010,12,3,7,0.000135,0.026713,2.970371854,10.9327
2997,1,2010,12,3,7,0.021742,0.013307,2.354534907,10.5665
2998,1,2010,12,3,7,0.01532,0.000447,1.291353889,6.649
2999,1,2010,12,3,7,0.017943,0.022375,2.910889586,7.978
3000,1,2010,12,3,7,0.004702,0.01849,2.093787537,7.918
3001,1,2010,12,3,7,0.00268,0.01119,1.264589024,5.607
3002,1,2010,12,3,7,0.005708,0.00944,1.154514291,5.628
3003,1,2010,12,3,7,0.037234,0.055691,6.941857676,17.9027
3004,1,2010,12,3,7,0.010308,0.01749,2.129757091,7.122
3005,1,2010,12,3,7,0.017351,0.001343,1.469045809,6.414
3006,1,2010,12,3,7,0.00695,0.008902,1.14988888,5.474
3007,1,2010,12,3,7,0.003757,0.024055,2.693455778,11.42
3008,1,2010,12,3,7,0.017837,0.007265,1.705970949,6.64
3009,1,2010,12,3,7,0.00595,0.024605,2.781459704,9.486
3010,1,2010,12,3,7,0.00237,0.012128,1.363254552,6.422
3011,1,2010,12,3,7,0.023964,0.01007,2.308032814,10.247
3012,1,2010,12,3,7,0.01839,0.026282,3.307903641,8.889
3013,1,2010,12,3,7,0.033392,0.025988,4.032493922,12.572
3014,1,2010,12,3,7,0.007292,0.004783,0.812448826,4.67
3015,1,2010,12,3,7,0.010528,0.009388,1.36980163,6.056
3016,1,2010,12,3,7,0.00894,0.00408,0.879101234,5.908
3017,1,2010,12,3,7,0.009793,0.000663,0.828173072,6.848
3018,1,2010,12,3,7,0.012264,0.005655,1.209336387,6.663
3019,1,2010,12,3,7,0.000165,0.006022,0.669759925,4.767
3020,1,2010,12,3,7,0.01559,0.00737,1.547918242,6.554
3021,1,2010,12,3,7,0.005332,0.001025,0.463341521,3.893
3022,1,2010,12,3,7,0.005642,0.01971,2.242606294,7.679
3023,1,2010,12,3,7,0.009628,0.002346,0.851899522,5.485
3024,1,2010,12,3,7,0.00568,0.010575,1.269481878,5.452
3025,1,2010,12,3,7,0.107753,0.01232,9.17765755,32.5067
3026,1,2010,12,3,7,0.001434,0.011796,1.317211979,5.663
3027,1,2010,12,3,7,0.015871,0.042753,4.938147651,12.938
3028,1,2010,12,3,7,0.195464,0.110376,20.54590234,49.6582
3029,1,2010,12,3,7,0.030225,0.014725,3.026046762,9.876
3030,1,2010,12,3,7,0.007527,0.010514,1.32983483,5.062
3031,1,2010,12,3,7,0.007045,0.002872,0.673926338,4.885
3032,1,2010,12,3,7,0.003823,0.00964,1.119257961,5.602
3033,1,2010,12,3,7,0.005995,0.019114,2.184522194,7.651
3034,1,2010,12,3,7,0.021314,0.01458,2.41849165,8.792
3035,1,2010,12,3,7,0.0314,0.0675,7.958119386,17.403
3036,1,2010,12,3,7,0.006002,0.008341,1.056305682,5.304
3037,1,2010,12,3,7,0.014647,0.01468,2.045998711,6.936
3038,1,2010,12,3,7,0.00854,0.00736,1.089564145,5.42
3039,1,2010,12,3,7,0.009869,0.042228,4.768592009,13.9564
3040,1,2010,12,3,7,0.013435,0.021104,2.60529102,8.225
3041,1,2010,12,3,7,0.012978,0.010127,1.569834101,6.045
3042,1,2010,12,3,7,0.022489,0.0416,4.998805786,12.345
3043,1,2010,12,3,7,0.018805,0.001437,1.59184054,6.713
3044,1,2010,12,3,7,0.197002,0.062277,17.98694055,58.2071
3045,1,2010,12,3,7,0.016968,0.023502,2.978441863,8.138
3046,1,2010,12,3,7,0.007088,0.024107,2.746291895,9.066
3047,1,2010,12,3,7,0.013224,0.018159,2.306046229,7.755
3048,1,2010,12,3,7,0.008441,0.00052,0.71357609,5.339
3049,1,2010,12,3,7,0.00809,0.01173,1.471631623,5.293
3050,1,2010,12,3,7,0.037675,0.027847,4.433149109,13.1145
3051,1,2010,12,3,7,0.013588,0.014815,2.005771758,6.954
3052,1,2010,12,3,7,0.122098,0.039377,11.17820638,29.5784
3053,1,2010,12,3,7,0.015847,0.009756,1.71982917,6.309
3054,1,2010,12,3,7,0.014772,0.014833,2.065814027,7.11
3055,1,2010,12,3,7,0.027357,0.033568,4.386757731,12.522
3056,1,2010,12,3,7,0.032623,0.013882,3.151680047,12.907
3057,1,2010,12,3,7,0.024102,0.004468,2.089722619,8.936
3058,1,2010,12,3,7,0.024862,0.039016,4.816951287,12.212
3059,1,2010,12,3,7,0.013804,0.015359,2.066028922,6.898
3060,1,2010,12,3,7,0.01733,0.033622,4.013464279,12.431
3061,1,2010,12,3,7,0.020609,0.029158,3.678005938,9.77
3062,1,2010,12,3,7,0.017044,0.005354,1.554093656,6.582
3063,1,2010,12,3,7,0.037568,0.054596,6.846019086,18.0874
3064,1,2010,12,3,7,0.019941,0.002077,1.695214652,8.134
3065,1,2010,12,3,7,0.020603,0.036922,4.457369632,11.688
3066,1,2010,12,3,7,0.007407,0.01027,1.30125759,5.096
3067,1,2010,12,3,7,0.054677,0.086385,10.65288033,24.029
3068,1,2010,12,3,7,0.020861,0.019022,2.749536436,8.584
3069,1,2010,12,3,7,0.020817,0.004238,1.814929087,7.942
3070,1,2010,12,3,7,0.003784,0.017668,1.990283142,7.182
3071,1,2010,12,3,7,0.018407,0.02215,2.910493308,7.954
3072,1,2010,12,3,7,0.007057,0.020472,2.352722091,11.7392
3073,1,2010,12,3,7,0.01831,0.040552,4.765518772,12.126
3074,1,2010,12,3,7,0.00105,0.008591,0.959358589,6.408
3075,1,2010,12,3,7,0.017152,0.01713,2.390546896,7.804
3076,1,2010,12,3,7,0.18273,0.08847,18.27912413,53.1815
3077,1,2010,12,3,7,0.023265,0.002915,1.985622034,7.889
3078,1,2010,12,3,7,0.003175,0.009565,1.096682412,5.828
3079,1,2010,12,3,7,0.022045,0.026085,3.444407062,9.053
3080,1,2010,12,3,7,0.014575,0.003294,1.280792813,6.068
3081,1,2010,12,3,7,0.016912,0.005066,1.531767378,6.596
3082,1,2010,12,3,7,0.011185,0.002465,0.981144323,5.261
3083,1,2010,12,3,7,0.014706,0.025249,3.068954228,7.785
3084,1,2010,12,3,7,0.025898,0.009827,2.440319736,10.053
3085,1,2010,12,3,7,0.022228,0.022573,3.131481915,9.336
3086,1,2010,12,3,7,0.017828,0.004645,1.587847185,6.411
3087,1,2010,12,3,7,0.016725,0.000703,1.410888398,6.755
3088,1,2010,12,3,7,0.030905,0.022805,3.635244385,10.885
3089,1,2010,12,3,7,0.007904,0.011184,1.41073719,5.458
3090,1,2011,9,6,13,0.019007,0.012664,2.132100745,9.463
3091,1,2011,9,6,13,0.016655,0.012097,1.943650093,7.476
3092,1,2011,9,6,13,0.011303,0.021028,2.524446589,8.3597
3093,1,2011,9,6,13,0.034827,0.035008,4.875222973,13.19
3094,1,2011,9,6,13,0.004532,0.011279,1.310938134,6.112
3095,1,2012,9,5,4,0.101771,0.026844,9.082990809,28.0893
3096,1,2012,5,1,3,0.085651,0.051825,9.235331976,28.7411
3097,1,2012,5,1,3,0.00508,0.00924,1.112973792,6.071
3098,1,2012,5,1,3,0.005285,0.063065,7.026635009,19.3737
3099,1,2012,5,1,3,0.006625,0.0247,2.802606236,9.013
3100,1,2012,5,1,3,0.043775,0.046897,6.387259644,14.869
3101,1,2012,5,1,3,0.013348,0.021098,2.601538706,7.156
3102,1,2012,5,1,3,0.012056,0.00998,1.504235433,6.342
3103,1,2012,5,1,3,0.008145,0.007942,1.118454536,5.085
3104,1,2012,5,1,3,0.040528,0.057561,7.253268837,17.305
3105,1,2010,10,2,21,0.007369,0.009324,1.208370661,5.755
3106,1,2010,10,2,21,0.018787,0.011917,2.063935865,7.538
3107,1,2010,10,2,21,0.007952,0.028252,3.212130339,10.684
3108,1,2010,10,2,21,0.010817,0.009135,1.364823826,7.069
3109,1,2010,10,2,21,0.011589,0.01314,1.756969501,6.393
3110,1,2014,5,5,2,0.017213,0.036918,4.353690758,13.49
3111,1,2009,7,4,7,0.007292,0.002384,0.669020745,4.486
3112,1,2009,7,4,7,0.000611,0.000377,0.066397709,5.468
3113,1,2012,3,1,7,0.012517,0.028808,3.372401671,9.146
3114,1,2009,1,3,22,0.033301,0.027838,4.1773047,12.261
3115,1,2013,3,6,12,0.006244,0.011407,1.373185384,6.555
3116,1,2014,6,2,9,0.003635,0.048844,5.439834186,17.6066
3117,1,2011,9,2,13,0.000402,0.015222,1.692947872,7.271
3118,1,2011,9,2,13,0.01102,0.017627,2.168441072,7.966
3119,1,2011,9,2,13,0.001182,0.016819,1.872834318,8.553
3120,1,2011,9,2,13,0.208255,0.107906,21.26447074,47.8569
3121,1,2015,3,3,19,0.04405975,0.06052017,7.684623465,21.847
3122,1,2015,3,3,19,0.1410675,0.04832077,13.04216281,40.7685
3123,1,2015,3,3,19,0.01090241,0.01294327,1.707176102,7.83
3124,1,2015,3,3,19,0.00887299,0.03642273,4.118452545,14.36
3125,1,2014,1,5,17,0.016302,0.003906,1.440488129,8.284
3126,1,2014,1,5,17,0.002326,0.008221,0.934898738,6.113
3127,1,2014,1,5,17,0.038291,0.032526,4.845640524,15.8381
3128,1,2014,1,5,17,0.03033,0.024176,3.708861176,14.655
3129,1,2011,4,1,1,0.024593,0.035347,4.442533222,9.624
3130,1,2011,4,1,1,0.017089,0.039709,4.644095793,11.17
3131,1,2011,9,6,1,0.011389,0.053685,6.046194661,15.9421
3132,1,2010,8,0,8,0.013023,0.028255,3.327939375,9.3697
3133,1,2010,8,0,8,0.02569,0.006985,2.298361157,9.088
3134,1,2010,8,0,8,0.020683,0.03783,4.552944575,11.532
3135,1,2010,8,0,8,0.053009,0.053219,7.412317347,17.296
3136,1,2010,8,0,8,0.019522,0.02031,2.794009931,8.701
3137,1,2010,3,5,7,0.001718,0.007507,0.847191108,5.028
3138,1,2011,11,2,12,0.007914,0.015771,1.876002462,7.953
3139,1,2011,11,2,12,0.012107,0.000799,1.023478234,6.3
3140,1,2011,11,2,12,0.1916,0.1219,21.08442275,50.0104
3141,1,2009,10,3,10,0.015073,0.017892,2.359993652,8.098
3142,1,2009,10,3,10,0.021793,0.025418,3.370615955,13.7288
3143,1,2015,2,6,0,0.03388214,0.0520668,6.453491821,18.6958
3144,1,2015,2,6,0,0.01011658,0.02391052,2.79189523,9.42
3145,1,2015,2,6,0,0.01218414,0.01425553,1.88852057,7.385
3146,1,2015,2,6,0,0.02500153,0.00717926,2.251140853,10.915
3147,1,2015,2,6,0,0.02201843,0.02897644,3.718524479,11.045
3148,1,2014,4,3,2,0.002352,0.015131,1.694125809,6.72
3149,1,2010,7,6,3,0.058263,0.06618,8.845644567,17.8874
3150,1,2009,3,1,23,0.019294,0.014031,2.252868861,7.385
3151,1,2009,3,1,23,0.108573,0.036526,10.00648031,23.6197
3152,1,2009,3,1,23,0.058536,0.006145,4.980569562,15.6505
3153,1,2012,2,3,0,0.012394,0.008556,1.41274413,6.04
3154,1,2012,2,3,0,0.008568,0.011108,1.431109749,5.347
3155,1,2012,2,3,0,0.076798,0.004547,6.487772892,18.8948
3156,1,2012,2,3,0,0.051763,0.024578,5.14881768,13.788
3157,1,2014,1,6,15,0.020054,0.010367,2.044771291,9.286
3158,1,2012,2,1,15,0.001482,0.009426,1.055534617,5.77
3159,1,2012,2,1,15,0.009274,0.006877,1.093098512,5.441
3160,1,2012,2,1,15,0.013214,0.017703,2.261384652,8.019
3161,1,2012,2,1,15,0.019331,0.001877,1.641679308,7.299
3162,1,2011,12,1,11,0.040692,0.043052,5.888136157,16.143
3163,1,2011,12,1,11,0.001651,0.011175,1.250357656,6.333
3164,1,2011,7,1,19,0.017996,0.046839,5.424529289,14.269
3165,1,2011,7,1,19,0.033869,0.013961,3.247781256,11.655
3166,1,2011,7,1,19,0.005544,0.017163,1.96476766,7.377
3167,1,2010,9,3,14,0.00257,0.016602,1.858722859,7.956
3168,1,2010,9,3,14,0.011722,0.03048,3.530135454,11.371
3169,1,2010,9,3,14,0.022182,0.022575,3.12930388,9.524024543
3170,1,2010,9,3,14,0.021449,0.031843,3.975149333,12.1416
3171,1,2014,6,2,1,0.03179,0.016,3.214916198,13.777
3172,1,2013,5,5,15,0.016919,0.020103,2.650485042,9.65
3173,1,2013,5,5,15,0.017068,0.013392,2.069624581,8.863
3174,1,2015,2,5,20,0.01704407,0.01902771,2.556898075,8.853
3175,1,2015,2,5,20,0.0101242,0.01422119,1.796557839,7.435
3176,1,2015,2,5,20,0.00273132,0.00625229,0.732334154,5.714
3177,1,2009,1,3,12,0.000563,0.013988,1.55611706,6.675
3178,1,2011,4,5,21,0.007374,0.002996,0.7048135,4.989
3179,1,2013,9,6,17,0.00768,0.000403,0.648631879,6.057
3180,1,2013,9,6,17,0.015148,0.007031,1.496558943,7.735
3181,1,2013,4,0,13,0.018128,0.045128,5.245108305,17.5326
3182,1,2013,4,0,13,0.028328,0.004109,2.428989677,13.915
3183,1,2013,4,0,13,0.014572,0.006952,1.450027903,7.832
3184,1,2015,2,5,18,0.00205231,0.00566482,0.653223205,5.925
3185,1,2009,4,3,0,0.120959,0.01189,10.27271618,22.1448
3186,1,2009,4,3,0,0.017117,0.023411,2.975856861,8.931
3187,1,2012,5,0,5,0.142566,0.061478,13.82063648,35.9632
3188,1,2010,1,6,20,0.06855,0.013704,5.971450926,15.775
3189,1,2013,3,5,21,0.038502,0.025631,4.316889553,15.885
3190,1,2013,3,5,21,0.004145,0.016587,1.877148134,7.95
3191,1,2011,4,3,8,0.003336,0.004811,0.604235732,4.46
3192,1,2011,2,6,9,0.126844,0.028467,11.14244472,28.1152
3193,1,2011,2,6,9,0.016113,0.017736,2.393946061,7.421
3194,1,2010,7,3,9,0.011952,0.016404,2.083422635,7.148
3195,1,2010,7,3,9,0.010853,0.010197,1.456506649,7.41
3196,1,2010,7,3,9,0.003644,0.025771,2.881992317,9.008
3197,1,2011,1,0,20,0.016669,0.032851,3.91352646,10.039
3198,1,2013,7,0,15,0.006394,0.026125,2.954495669,11.112
3199,1,2013,7,0,15,0.006003,0.0008,0.513539513,4.767
3200,1,2013,7,0,15,0.039573,0.073798,8.856562751,24.435
3201,1,2013,7,0,15,0.004344,0.009117,1.077727487,6.613
3202,1,2013,1,2,16,0.03395,0.013096,3.208171755,14.754
3203,1,2013,1,2,16,0.018625,0.008708,1.843634133,9.825
3204,1,2013,1,2,16,0.011258,0.016141,2.030053533,7.713
3205,1,2013,1,6,12,0.003235,0.000406,0.276099676,4.857
3206,1,2013,1,6,12,0.01326,0.004565,1.226953138,6.768
3207,1,2012,2,0,4,0.206567,0.08916,20.04015093,49.2115
3208,1,2013,2,3,8,0.015082,0.013201,1.941227662,8.875
3209,1,2013,2,3,8,0.011416,0.022618,2.69266912,10.224
3210,1,2013,2,3,8,0.020387,0.002377,1.737756687,8.817
3211,1,2013,2,3,8,0.032928,0.013986,3.179808294,12.05
3212,1,2015,2,5,17,0.01615143,0.03991318,4.641853617,16.025
3213,1,2015,2,5,17,0.01033783,0.00971604,1.387634301,7.8
3214,1,2015,2,5,17,0.0177002,0.01892852,2.578529986,9.062
3215,1,2015,2,5,17,0.01332092,0.02073669,2.563952302,9.27
3216,1,2015,2,5,17,0.00503541,0.00202942,0.480212444,4.898
3217,1,2013,6,2,13,0.011613,0.015885,2.019165147,7.645
3218,1,2013,6,2,13,0.016833,0.005368,1.538346813,8.578
3219,1,2013,6,2,13,0.011209,0.013317,1.756145161,8.527
3220,1,2013,6,2,13,0.024318,0.132466,14.87152603,34.0207
3221,1,2013,6,2,13,0.034441,0.052599,6.529116874,19.788
3222,1,2015,6,4,16,0.00112915,0.00576019,0.647528643,5.651
3223,1,2015,6,4,16,0.00379944,0.00111771,0.34320824,5.046
3224,1,2010,6,5,7,0.004933,0.018224,2.068521721,7.284
3225,1,2011,10,4,13,0.003678,0.021986,2.464281945,8.924
3226,1,2011,10,4,13,0.011716,0.01031,1.512865069,6.577
3227,1,2011,10,4,13,0.010612,0.005414,1.078093955,6.28
3228,1,2012,9,5,2,0.026247,0.024831,3.537142105,9.781
3229,1,2011,8,5,12,0.033039,0.045496,5.774225121,14.524
3230,1,2012,11,0,22,0.108773,0.052201,10.84680456,30.6195
3231,1,2013,11,4,20,0.014764,0.015689,2.142403388,8.825
3232,1,2012,5,3,17,0.027463,0.018126,3.068799226,10.285
3233,1,2012,5,3,17,0.00014,7.10E-05,0.014186526,11.2678
3234,1,2012,5,3,17,0.00813,0.004294,0.834989416,5.413
3235,1,2012,5,3,17,0.011332,0.014328,1.857324262,6.129
3236,1,2012,4,4,8,0.003044,0.032304,3.601177629,11.02
3237,1,2012,4,4,8,0.015524,0.017351,2.330413565,7.883
3238,1,2012,4,4,8,0.016185,0.015903,2.232906498,8.183
3239,1,2009,1,0,18,0.012081,0.01205,1.682498944,6.546
3240,1,2009,1,0,18,0.010696,0.007298,1.212785397,5.485
3241,1,2009,1,0,18,0.024423,0.039159,4.815621561,11.811
3242,1,2009,1,0,18,0.021541,0.002225,1.831006771,7.861
3243,1,2011,10,3,0,0.070478,0.01147,6.076415994,17.002
3244,1,2011,10,3,0,0.0125,0.0002,1.053814554,5.934
3245,1,2011,10,3,0,0.005736,0.008126,1.024723347,5.023
3246,1,2011,6,4,11,0.019838,0.027956,3.529272778,10.886
3247,1,2011,6,4,11,0.015529,0.018349,2.42343331,8.284
3248,1,2011,6,4,11,0.011056,0.002013,0.95802053,5.645
